,Reporting starts,Reporting ends,Campaign name,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install (GBP),Cost per mobile app action (GBP),Desktop app installs,Desktop app engagement,Cost per desktop app install (GBP),Cost per desktop app engagement (GBP),Post reactions,Post comments,Post shares
34,2015-07-14,2015-07-14,Campaign12,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2015-07-14,2015-07-14,Campaign11,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2015-07-16,2015-07-16,Campaign15,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2015-07-15,2015-07-15,Campaign15,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2015-07-14,2015-07-14,Campaign15,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2015-11-05,2015-11-05,Campaign16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
40,2015-11-04,2015-11-04,Campaign16,inactive,15.0,0.0,2.372,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
41,2015-11-03,2015-11-03,Campaign16,inactive,12.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
42,2015-11-02,2015-11-02,Campaign16,inactive,25.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
43,2015-11-01,2015-11-01,Campaign16,inactive,25.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
44,2015-10-31,2015-10-31,Campaign16,inactive,13.0,0.0,2.5384615384615,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
45,2015-09-11,2015-09-11,Campaign17,inactive,10.0,0.0,1.864,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
46,2015-09-10,2015-09-10,Campaign17,inactive,24.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
47,2015-09-09,2015-09-09,Campaign17,inactive,16.0,0.0,2.0625,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
48,2015-09-08,2015-09-08,Campaign17,inactive,3.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
49,2015-09-08,2015-09-08,Campaign16,inactive,9.0,0.0,1.2411111111111002,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
50,2015-09-07,2015-09-07,Campaign16,inactive,16.0,0.0,2.0625,0.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0
51,2015-09-06,2015-09-06,Campaign16,inactive,28.0,0.0,1.1785714285714,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0
52,2015-09-05,2015-09-05,Campaign16,inactive,17.0,0.0,1.9411764705882,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0
53,2015-09-04,2015-09-04,Campaign16,inactive,25.0,0.0,1.3196,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0
54,2015-09-03,2015-09-03,Campaign16,inactive,17.0,0.0,1.9411764705882,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
55,2015-09-02,2015-09-02,Campaign16,inactive,24.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0
56,2015-09-01,2015-09-01,Campaign16,inactive,21.0,0.0,1.5714285714286,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
57,2015-08-31,2015-08-31,Campaign16,inactive,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
58,2015-08-30,2015-08-30,Campaign16,inactive,13.0,0.0,2.5369230769231,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
59,2015-08-29,2015-08-29,Campaign16,inactive,18.0,0.0,1.8311111111111,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
60,2015-08-28,2015-08-28,Campaign16,inactive,14.0,0.0,1.3507142857143,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
61,2015-08-05,2015-08-05,Campaign17,inactive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2015-08-05,2015-08-05,Campaign16,inactive,5.0,0.0,2.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2015-08-04,2015-08-04,Campaign16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2015-08-04,2015-08-04,Campaign17,inactive,2.0,0.0,1.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2015-08-03,2015-08-03,Campaign17,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2015-08-03,2015-08-03,Campaign16,inactive,2.0,0.0,2.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2015-08-02,2015-08-02,Campaign17,inactive,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2015-08-02,2015-08-02,Campaign16,inactive,10.0,0.0,1.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2015-08-01,2015-08-01,Campaign17,inactive,1.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2015-08-01,2015-08-01,Campaign16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2015-07-31,2015-07-31,Campaign16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2015-07-31,2015-07-31,Campaign17,inactive,1.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2015-07-30,2015-07-30,Campaign17,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2015-07-30,2015-07-30,Campaign16,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2015-07-29,2015-07-29,Campaign16,inactive,1.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2015-07-29,2015-07-29,Campaign17,inactive,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2015-07-28,2015-07-28,Campaign16,inactive,7.0,0.0,1.0314285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2015-07-28,2015-07-28,Campaign17,inactive,3.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
79,2015-07-27,2015-07-27,Campaign16,inactive,7.0,0.0,1.0985714285714,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
80,2015-07-27,2015-07-27,Campaign17,inactive,2.0,0.0,2.045,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
81,2015-07-26,2015-07-26,Campaign16,inactive,17.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,2015-07-26,2015-07-26,Campaign17,inactive,8.0,0.0,1.39375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,2015-07-25,2015-07-25,Campaign16,inactive,6.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
84,2015-07-25,2015-07-25,Campaign17,inactive,4.0,0.0,1.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2015-07-24,2015-07-24,Campaign16,inactive,5.0,0.0,1.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2015-07-24,2015-07-24,Campaign17,inactive,3.0,0.0,2.1366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2015-07-23,2015-07-23,Campaign16,inactive,9.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
88,2015-07-23,2015-07-23,Campaign17,inactive,5.0,0.0,1.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2015-07-22,2015-07-22,Campaign16,inactive,5.0,0.0,1.208,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
90,2015-07-22,2015-07-22,Campaign17,inactive,6.0,0.0,1.6683333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2015-07-21,2015-07-21,Campaign16,inactive,13.0,0.0,1.6723076923076998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,2015-07-21,2015-07-21,Campaign17,inactive,7.0,0.0,1.5314285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,2015-07-20,2015-07-20,Campaign16,inactive,18.0,0.0,1.235,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
94,2015-07-20,2015-07-20,Campaign17,inactive,16.0,0.0,1.03125,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
95,2015-07-19,2015-07-19,Campaign16,inactive,18.0,0.0,1.2694444444444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,2015-07-19,2015-07-19,Campaign17,inactive,24.0,0.0,1.1791666666667,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
97,2015-07-18,2015-07-18,Campaign16,inactive,18.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
98,2015-07-18,2015-07-18,Campaign17,inactive,23.0,0.0,1.105652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2015-07-17,2015-07-17,Campaign16,inactive,12.0,0.0,1.3683333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
100,2015-07-17,2015-07-17,Campaign17,inactive,7.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
101,2015-07-16,2015-07-16,Campaign18,inactive,2.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2015-07-16,2015-07-16,Campaign19,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2015-07-16,2015-07-16,Campaign20,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2015-07-16,2015-07-16,Campaign21,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2015-07-16,2015-07-16,Campaign22,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2015-07-16,2015-07-16,Campaign23,inactive,2.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2015-07-16,2015-07-16,Campaign24,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2015-07-16,2015-07-16,Campaign25,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2015-07-16,2015-07-16,Campaign26,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2015-07-16,2015-07-16,Campaign17,inactive,15.0,0.0,1.8326666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
111,2015-07-16,2015-07-16,Campaign27,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2015-07-16,2015-07-16,Campaign16,inactive,25.0,0.0,1.464,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
113,2015-07-15,2015-07-15,Campaign27,inactive,1.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2015-07-15,2015-07-15,Campaign18,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
115,2015-07-15,2015-07-15,Campaign23,inactive,5.0,0.0,1.5119999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2015-07-15,2015-07-15,Campaign24,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2015-07-15,2015-07-15,Campaign19,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2015-07-15,2015-07-15,Campaign25,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,2015-07-15,2015-07-15,Campaign16,inactive,54.0,0.0,1.502962962963,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
120,2015-07-15,2015-07-15,Campaign21,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,2015-07-15,2015-07-15,Campaign17,inactive,24.0,0.0,1.6570833333333002,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
122,2015-07-15,2015-07-15,Campaign28,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2015-07-15,2015-07-15,Campaign20,inactive,2.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2015-07-14,2015-07-14,Campaign16,inactive,21.0,0.0,1.7180952380952002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,2015-07-14,2015-07-14,Campaign17,inactive,15.0,0.0,1.7173333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
126,2015-07-14,2015-07-14,Campaign25,inactive,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2015-07-14,2015-07-14,Campaign27,inactive,1.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
128,2015-07-14,2015-07-14,Campaign21,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2015-07-14,2015-07-14,Campaign20,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2015-07-14,2015-07-14,Campaign23,inactive,2.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2015-07-14,2015-07-14,Campaign19,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2015-07-14,2015-07-14,Campaign28,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2015-07-14,2015-07-14,Campaign22,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2015-07-14,2015-07-14,Campaign18,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2015-07-14,2015-07-14,Campaign24,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2015-07-13,2015-07-13,Campaign17,inactive,3.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2015-07-13,2015-07-13,Campaign25,inactive,1.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2015-07-13,2015-07-13,Campaign16,inactive,4.0,0.0,1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,2015-07-13,2015-07-13,Campaign27,inactive,1.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2015-07-13,2015-07-13,Campaign20,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,2015-07-13,2015-07-13,Campaign23,inactive,1.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2015-07-13,2015-07-13,Campaign19,inactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2015-10-31,2015-10-31,Campaign29,inactive,14.0,0.0,2.3357142857143,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
144,2015-10-30,2015-10-30,Campaign29,inactive,17.0,0.0,1.9411764705882,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
145,2015-10-29,2015-10-29,Campaign29,inactive,18.0,0.0,1.8333333333333,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
146,2015-10-28,2015-10-28,Campaign29,inactive,19.0,0.0,1.7368421052631997,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
147,2015-10-27,2015-10-27,Campaign29,inactive,16.0,0.0,2.0625,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
148,2015-10-26,2015-10-26,Campaign29,inactive,12.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
149,2015-10-25,2015-10-25,Campaign29,inactive,19.0,0.0,1.7336842105263002,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
150,2015-10-24,2015-10-24,Campaign29,inactive,14.0,0.0,2.3571428571429,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
151,2015-10-23,2015-10-23,Campaign29,inactive,20.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
152,2015-10-22,2015-10-22,Campaign29,inactive,17.0,0.0,1.9382352941176,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
153,2015-10-21,2015-10-21,Campaign29,inactive,19.0,0.0,1.7368421052631997,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
154,2015-08-28,2015-08-28,Campaign29,inactive,3.0,0.0,2.2966666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,2015-08-27,2015-08-27,Campaign29,inactive,21.0,0.0,1.5714285714286,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
156,2015-08-26,2015-08-26,Campaign29,inactive,18.0,0.0,1.8294444444444,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
157,2015-08-25,2015-08-25,Campaign29,inactive,20.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
158,2015-08-24,2015-08-24,Campaign29,inactive,22.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
159,2015-08-23,2015-08-23,Campaign29,inactive,17.0,0.0,1.9382352941176,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
160,2015-08-22,2015-08-22,Campaign29,inactive,13.0,0.0,2.5369230769231,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
161,2015-08-21,2015-08-21,Campaign29,inactive,16.0,0.0,2.060625,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
162,2015-08-20,2015-08-20,Campaign29,inactive,25.0,0.0,1.3192,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
163,2015-08-19,2015-08-19,Campaign29,inactive,24.0,0.0,1.3720833333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
164,2015-08-18,2015-08-18,Campaign29,inactive,14.0,0.0,2.3535714285714,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
165,2015-08-17,2015-08-17,Campaign29,inactive,28.0,0.0,1.1785714285714,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
166,2015-08-16,2015-08-16,Campaign29,inactive,27.0,0.0,1.2222222222222,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0
167,2015-08-15,2015-08-15,Campaign29,inactive,38.0,0.0,0.86842105263158,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
168,2015-08-14,2015-08-14,Campaign29,inactive,24.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0
169,2015-08-13,2015-08-13,Campaign29,inactive,22.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
170,2015-08-12,2015-08-12,Campaign29,inactive,17.0,0.0,1.9411764705882,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
171,2015-08-11,2015-08-11,Campaign29,inactive,42.0,0.0,1.0404761904762,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
172,2015-08-10,2015-08-10,Campaign29,inactive,17.0,0.0,2.0888235294118,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
173,2015-08-09,2015-08-09,Campaign29,inactive,14.0,0.0,2.3514285714286,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
174,2015-08-08,2015-08-08,Campaign29,inactive,7.0,0.0,4.7057142857143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
175,2015-08-07,2015-08-07,Campaign29,inactive,12.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
176,2015-08-06,2015-08-06,Campaign29,inactive,17.0,0.0,1.9405882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,2015-08-05,2015-08-05,Campaign29,inactive,14.0,0.0,2.3571428571429,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
178,2015-08-04,2015-08-04,Campaign29,inactive,7.0,0.0,1.4471428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,2015-08-03,2015-08-03,Campaign29,inactive,1.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2015-08-02,2015-08-02,Campaign29,inactive,5.0,0.0,1.354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,2015-08-01,2015-08-01,Campaign29,inactive,4.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2015-07-31,2015-07-31,Campaign29,inactive,4.0,0.0,1.5975,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
183,2015-07-30,2015-07-30,Campaign29,inactive,4.0,0.0,1.6175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184,2015-07-29,2015-07-29,Campaign29,inactive,8.0,0.0,1.40375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2015-07-28,2015-07-28,Campaign29,inactive,7.0,0.0,1.2857142857143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
186,2015-07-27,2015-07-27,Campaign29,inactive,10.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2015-07-26,2015-07-26,Campaign29,inactive,14.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
188,2015-07-25,2015-07-25,Campaign29,inactive,10.0,0.0,1.212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
189,2015-07-24,2015-07-24,Campaign29,inactive,11.0,0.0,1.0763636363636,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
190,2015-07-23,2015-07-23,Campaign29,inactive,9.0,0.0,1.5966666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2015-07-22,2015-07-22,Campaign29,inactive,16.0,0.0,1.45375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
